1.216161455e-17,41954.77833,0.121042925
1.2171588e-17,41955.36718,0.120947137
1.217885988e-17,41955.24641,0.1208742247
1.218339018e-17,41954.76351,0.1208264971
1.218498524e-17,41953.75,0.1208048437
1.218376809e-17,41952.60883,0.1208103395
1.217988101e-17,41951.59791,0.1208430708
1.217344805e-17,41950.69609,0.1209017312
1.216464724e-17,41949.82299,0.1209841643
1.215365902e-17,41948.85859,0.1210879794
1.21407733e-17,41947.56101,0.1212089983
1.212630042e-17,41945.68995,0.121342837
1.211060133e-17,41943.0351,0.1214847552
1.209403131e-17,41939.47018,0.121630523
1.207722203e-17,41934.98917,0.1217737844
1.206078048e-17,41929.74089,0.1219092691
1.204516851e-17,41923.87793,0.1220331435
1.203105246e-17,41917.76514,0.1221406995
1.201931228e-17,41912.04757,0.1222266534
1.201056346e-17,41907.26702,0.1222877852
1.200530826e-17,41903.92079,0.1223217786
1.200406619e-17,41902.59523,0.1223266958
1.200682108e-17,41903.3255,0.1223028916
1.201344697e-17,41906.03363,0.1222512369
1.202358341e-17,41910.39705,0.1221736118
1.203667231e-17,41915.90857,0.1220728585
1.205220629e-17,41922.2115,0.1219521878
1.206922278e-17,41928.61019,0.1218174245
1.208685543e-17,41934.42814,0.1216734732
1.210443938e-17,41939.38854,0.1215254652
1.212128535e-17,41943.34587,0.121379474
1.21369069e-17,41946.26818,0.1212401377
1.215086555e-17,41948.2068,0.1211120536
1.2162761e-17,41949.2733,0.1209997558
1.217221881e-17,41949.63169,0.1209078049
1.217903486e-17,41949.44292,0.1208390508
1.218309213e-17,41948.92437,0.120795822
1.218433705e-17,41948.25808,0.120779643
1.218277702e-17,41947.55627,0.1207910672
1.21784723e-17,41946.84381,0.1208296585
1.217159301e-17,41946.02086,0.1208932068
1.216235873e-17,41945.11171,0.1209797506
1.21510005e-17,41944.08484,0.1210869083
1.213777649e-17,41942.66051,0.121210599
1.212300659e-17,41940.59891,0.1213463444
1.210707345e-17,41937.71279,0.1214893164
1.209042467e-17,41934.00455,0.1216350964
1.207363123e-17,41929.39291,0.1217774918
1.205730928e-17,41924.04989,0.1219112657
1.204192802e-17,41918.14326,0.1220325907
1.202812394e-17,41912.03321,0.1221370279
1.201692903e-17,41906.54325,0.1222187856
1.200883496e-17,41902.08202,0.1222751241
1.200433758e-17,41899.17687,0.122303973
1.200374946e-17,41898.19449,0.12230423
1.200714196e-17,41899.25266,0.1222758502
1.201511216e-17,41903.0861,0.1222170994
1.20265124e-17,41908.45771,0.1221325534
1.204058415e-17,41914.64912,0.1220258652
1.205638581e-17,41920.93687,0.1219024982
1.207326005e-17,41926.87294,0.121766598
1.209063169e-17,41932.16781,0.1216223587
1.210785839e-17,41936.59702,0.1214749763
1.212426084e-17,41940.06472,0.1213307004
1.21394336e-17,41942.57068,0.1211935339
1.215292477e-17,41944.18685,0.1210683245
1.216434653e-17,41945.0486,0.1209596172
1.217335207e-17,41945.29665,0.1208715638
1.217971441e-17,41945.0493,0.1208069991
1.218331393e-17,41944.51509,0.1207682309
1.218410071e-17,41943.84865,0.1207565949
1.218208784e-17,41943.14889,0.1207725179
1.217734542e-17,41942.43469,0.1208154378
1.216999258e-17,41941.62959,0.1208837908
1.216020246e-17,41940.58682,0.1209750981
1.214826127e-17,41939.25737,0.1210863342
1.213451193e-17,41937.46082,0.1212131489
1.211933028e-17,41935.0367,0.1213509602
1.210314793e-17,41931.87677,0.1214948987
1.208648655e-17,41928.09714,0.1216404494
1.206981519e-17,41923.48965,0.1217816949
1.205369865e-17,41918.16538,0.1219135526
1.203859755e-17,41912.26257,0.122032104
1.202516244e-17,41906.17217,0.1221329416
1.201433344e-17,41900.66874,0.1222109193
1.200672945e-17,41896.35304,0.1222631271
1.200344846e-17,41894.45623,0.1222854727
1.200454543e-17,41895.03954,0.1222777033
1.200955671e-17,41897.57757,0.1222414895
1.201820411e-17,41901.79899,0.1221781504
1.203001291e-17,41907.25485,0.1220900062
1.204439251e-17,41913.44164,0.1219802531
1.206025334e-17,41919.56484,0.1218554291
1.207722683e-17,41925.39899,0.1217180451
1.209459603e-17,41930.55021,0.1215731132
1.211164182e-17,41934.74806,0.1214263221
1.212772674e-17,41937.86668,0.1212833124
1.214240834e-17,41939.91801,0.1211485174
1.215526995e-17,41941.03833,0.1210267945
1.216602861e-17,41941.53195,0.1209226145
1.217455801e-17,41941.64249,0.120838534
1.218049006e-17,41941.34568,0.1207779746
1.218365029e-17,41940.79198,0.1207434588
1.218399978e-17,41940.13676,0.1207362229
1.218156182e-17,41939.46678,0.1207565282
1.217641505e-17,41938.78606,0.1208036484
1.216867663e-17,41937.9817,0.1208758343
1.215852606e-17,41936.89382,0.1209704714
1.214619215e-17,41935.41476,0.12108477
1.213205705e-17,41933.37836,0.121214073
1.211651423e-17,41930.63041,0.1213536575
1.210000206e-17,41927.06991,0.1214986253
1.208298362e-17,41922.73127,0.121644572
1.206603446e-17,41917.55988,0.121785395
1.204975036e-17,41911.72467,0.1219160262
1.203465931e-17,41905.44338,0.1220323186
1.202185622e-17,41899.60741,0.1221282576
1.201224283e-17,41895.05318,0.1221994277
1.200612083e-17,41892.04692,0.1222441924
1.200384051e-17,41890.92607,0.1222608721
1.20055354e-17,41891.81973,0.1222488276
1.201115659e-17,41894.68596,0.1222083365
1.202041414e-17,41899.25137,0.1221408334
1.203277634e-17,41905.01552,0.1220489227
1.204744069e-17,41911.29538,0.1219369013
1.206352605e-17,41917.43084,0.1218099681
1.208061622e-17,41923.21318,0.1216712076
1.209799695e-17,41928.26348,0.1215256812
1.211492438e-17,41932.33167,0.1213794318
1.21308394e-17,41935.31085,0.1212374137
1.21452805e-17,41937.23275,0.1211043585
1.215784563e-17,41938.24875,0.1209850591
1.216821786e-17,41938.65482,0.120884272
1.2176195e-17,41938.62635,0.1208049115
1.218161034e-17,41938.38185,0.1207497997
1.218436224e-17,41938.10798,0.120720951
1.21843315e-17,41937.65046,0.1207186217
1.218147288e-17,41936.9723,0.1207430455
1.217591612e-17,41936.26266,0.1207940612
1.216779901e-17,41935.42904,0.1208698372
1.215731485e-17,41934.31459,0.1209676425
1.214460383e-17,41932.64096,0.1210845862
1.213009838e-17,41930.34182,0.1212160885
1.211420769e-17,41927.24943,0.1213571901
1.209738288e-17,41923.24777,0.1215027749
1.20800907e-17,41918.34594,0.1216482493
1.206307114e-17,41912.7132,0.1217871438
1.204703299e-17,41906.69205,0.1219142426
1.203258387e-17,41900.65366,0.1220254679
1.202034113e-17,41895.06024,0.1221171411
1.201117326e-17,41890.6517,0.122184632
1.200559815e-17,41887.90676,0.122225352
1.2003976e-17,41887.17659,0.1222376072
1.200634358e-17,41888.48379,0.1222211308
1.201257727e-17,41891.70146,0.1221764744
1.202234791e-17,41896.51518,0.1221052379
1.203514682e-17,41902.46182,0.1220100116
1.204997592e-17,41908.69807,0.121896137
1.206626298e-17,41914.83795,0.1217672729
