0, 0, 0,50,12.5,62.5,125
7.48898e-05, 3.63033e-05, 8.69471e-06,50,12.5,62.5,125
0.00014978, 6.81572e-05, 2.81591e-05,50,12.5,62.5,125
0.000224669, 9.24578e-05, 5.64965e-05,50,12.5,62.5,125
0.000299559, 0.000106837, 9.09458e-05,50,12.5,62.5,125
0.000374449, 0.000109895, 0.00012815,50,12.5,62.5,125
0.000449339, 0.000101332, 0.000164485,50,12.5,62.5,125
0.000524229, 8.19838e-05, 0.00019641,50,12.5,62.5,125
0.000599118, 5.3735e-05, 0.000220813,50,12.5,62.5,125
0.000674008, 1.93382e-05, 0.000235318,50,12.5,62.5,125
0.000748898, -1.78551e-05, 0.000238511,50,12.5,62.5,125
0.000823788, -5.42207e-05, 0.00023008,50,12.5,62.5,125
0.000898678, -8.62153e-05, 0.000210848,50,12.5,62.5,125
0.000973567, -0.000110721, 0.000182688,50,12.5,62.5,125
0.00104846, -0.000125351, 0.000148344,50,12.5,62.5,125
0.00112335, -0.000128679, 0.000111163,50,12.5,62.5,125
0.00119824, -0.000120381, 7.47668e-05,50,12.5,62.5,125
0.00127313, -0.000101265, 4.27025e-05,50,12.5,62.5,125
0.00134802, -7.31946e-05, 1.80941e-05,50,12.5,62.5,125
0.00142291, -3.89042e-05, 3.33959e-06,50,12.5,62.5,125
0.0014978, -1.73521e-06, -1.23555e-07,50,12.5,62.5,125
0.00157269, 3.46907e-05, 8.04217e-06,50,12.5,62.5,125
0.00164758, 6.68244e-05, 2.70411e-05,50,12.5,62.5,125
0.00172247, 9.15346e-05, 5.5022e-05,50,12.5,62.5,125
0.00179736, 0.000106414, 8.92586e-05,50,12.5,62.5,125
0.00187225, 0.000110012, 0.000126415,50,12.5,62.5,125
0.00194713, 0.000101979, 0.00016287,50,12.5,62.5,125
0.00202202, 8.30969e-05, 0.000195073,50,12.5,62.5,125
0.00209691, 5.5206e-05, 0.000219884,50,12.5,62.5,125
0.0021718, 2.10238e-05, 0.000234888,50,12.5,62.5,125
0.00224669, -1.6119e-05, 0.000238621,50,12.5,62.5,125
0.00232158, -5.26034e-05, 0.000230721,50,12.5,62.5,125
0.00239647, -8.48743e-05, 0.000211956,50,12.5,62.5,125
0.00247136, -0.000109787, 0.000184156,50,12.5,62.5,125
0.00254625, -0.000124915, 0.000150028,50,12.5,62.5,125
0.00262114, -0.000128784, 0.000112899,50,12.5,62.5,125
0.00269603, -0.000121016, 7.63864e-05,50,12.5,62.5,125
0.00277092, -0.000102369, 4.40474e-05,50,12.5,62.5,125
0.00284581, -7.46589e-05, 1.90334e-05,50,12.5,62.5,125
0.0029207, -4.05867e-05, 3.78158e-06,50,12.5,62.5,125
0.00299559, -3.47204e-06, -2.21857e-07,50,12.5,62.5,125
0.00307048, 3.30688e-05, 7.41315e-06,50,12.5,62.5,125
0.00314537, 6.54754e-05, 2.59427e-05,50,12.5,62.5,125
0.00322026, 9.05901e-05, 5.35612e-05,50,12.5,62.5,125
0.00329515, 0.000105966, 8.75777e-05,50,12.5,62.5,125
0.00337004, 0.000110104, 0.000124678,50,12.5,62.5,125
0.00344493, 0.000102602, 0.000161246,50,12.5,62.5,125
0.00351982, 8.41904e-05, 0.00019372,50,12.5,62.5,125
0.00359471, 5.66634e-05, 0.000218935,50,12.5,62.5,125
0.0036696, 2.27031e-05, 0.000234434,50,12.5,62.5,125
0.00374449, -1.43815e-05, 0.000238707,50,12.5,62.5,125
0.00381938, -5.0977e-05, 0.000231338,50,12.5,62.5,125
0.00389427, -8.35174e-05, 0.000213045,50,12.5,62.5,125
0.00396916, -0.000108832, 0.00018561,50,12.5,62.5,125
0.00404405, -0.000124455, 0.000151706,50,12.5,62.5,125
0.00411894, -0.000128863, 0.000114637,50,12.5,62.5,125
0.00419383, -0.000121627, 7.80151e-05,50,12.5,62.5,125
0.00426872, -0.000103452, 4.54083e-05,50,12.5,62.5,125
0.00434361, -7.61094e-05, 1.99938e-05,50,12.5,62.5,125
0.0044185, -4.22627e-05, 4.248e-06,50,12.5,62.5,125
0.00449339, -5.21011e-06, -2.94884e-07,50,12.5,62.5,125
0.00456828, 3.1438e-05, 6.80779e-06,50,12.5,62.5,125
0.00464317, 6.41106e-05, 2.48639e-05,50,12.5,62.5,125
0.00471806, 8.96244e-05, 5.21142e-05,50,12.5,62.5,125
0.00479295, 0.000105493, 8.59035e-05,50,12.5,62.5,125
0.00486784, 0.000110171, 0.000122939,50,12.5,62.5,125
0.00494273, 0.000103201, 0.000159613,50,12.5,62.5,125
0.00501762, 8.52642e-05, 0.000192351,50,12.5,62.5,125
0.00509251, 5.81069e-05, 0.000217964,50,12.5,62.5,125
0.0051674, 2.43756e-05, 0.000233955,50,12.5,62.5,125
0.00524229, -1.2643e-05, 0.000238768,50,12.5,62.5,125
0.00531718, -4.93417e-05, 0.000231932,50,12.5,62.5,125
0.00539207, -8.21449e-05, 0.000214114,50,12.5,62.5,125
0.00546696, -0.000107856, 0.00018705,50,12.5,62.5,125
0.00554185, -0.00012397, 0.000153377,50,12.5,62.5,125
0.00561674, -0.000128917, 0.000116376,50,12.5,62.5,125
0.00569162, -0.000122215, 7.96525e-05,50,12.5,62.5,125
0.00576651, -0.000104516, 4.67847e-05,50,12.5,62.5,125
0.0058414, -7.75457e-05, 2.09752e-05,50,12.5,62.5,125
0.00591629, -4.39316e-05, 4.73875e-06,50,12.5,62.5,125
0.00599118, -6.94906e-06, -3.42622e-07,50,12.5,62.5,125
0.00606607, 2.97985e-05, 6.22621e-06,50,12.5,62.5,125
0.00614096, 6.27303e-05, 2.38052e-05,50,12.5,62.5,125
0.00621585, 8.86377e-05, 5.06815e-05,50,12.5,62.5,125
0.00629074, 0.000104996, 8.42363e-05,50,12.5,62.5,125
0.00636563, 0.000110212, 0.0001212,50,12.5,62.5,125
0.00644052, 0.000103777, 0.000157971,50,12.5,62.5,125
0.00651541, 8.63179e-05, 0.000190967,50,12.5,62.5,125
0.0065903, 5.9536e-05, 0.000216972,50,12.5,62.5,125
0.00666519, 2.60409e-05, 0.000233452,50,12.5,62.5,125
0.00674008, -1.09037e-05, 0.000238803,50,12.5,62.5,125
0.00681497, -4.7698e-05, 0.000232501,50,12.5,62.5,125
0.00688986, -8.07569e-05, 0.000215162,50,12.5,62.5,125
0.00696475, -0.000106859, 0.000188475,50,12.5,62.5,125
0.00703964, -0.000123461, 0.00015504,50,12.5,62.5,125
0.00711453, -0.000128946, 0.000118115,50,12.5,62.5,125
0.00718942, -0.000122778, 8.12982e-05,50,12.5,62.5,125
0.00726431, -0.00010556, 4.81765e-05,50,12.5,62.5,125
0.0073392, -7.89676e-05, 2.19774e-05,50,12.5,62.5,125
0.00741409, -4.55932e-05, 5.25373e-06,50,12.5,62.5,125
0.00748898, -8.68852e-06, -3.65059e-07,50,12.5,62.5,125
0.00756387, 2.81507e-05, 5.66855e-06,50,12.5,62.5,125
0.00763876, 6.13347e-05, 2.27667e-05,50,12.5,62.5,125
0.00771365, 8.76304e-05, 4.92632e-05,50,12.5,62.5,125
0.00778854, 0.000104475, 8.25766e-05,50,12.5,62.5,125
0.00786343, 0.000110228, 0.000119461,50,12.5,62.5,125
0.00793832, 0.000104329, 0.000156321,50,12.5,62.5,125
0.00801321, 8.73514e-05, 0.000189568,50,12.5,62.5,125
0.0080881, 6.09506e-05, 0.000215959,50,12.5,62.5,125
0.00816299, 2.76988e-05, 0.000232925,50,12.5,62.5,125
0.00823788, -9.16412e-06, 0.000238812,50,12.5,62.5,125
0.00831277, -4.60462e-05, 0.000233047,50,12.5,62.5,125
0.00838766, -7.93538e-05, 0.000216191,50,12.5,62.5,125
0.00846255, -0.000105841, 0.000189886,50,12.5,62.5,125
0.00853744, -0.000122928, 0.000156696,50,12.5,62.5,125
0.00861233, -0.000128949, 0.000119855,50,12.5,62.5,125
0.00868722, -0.000123318, 8.2952e-05,50,12.5,62.5,125
0.00876211, -0.000106583, 4.95833e-05,50,12.5,62.5,125
0.008837, -8.03748e-05, 2.30002e-05,50,12.5,62.5,125
0.00891189, -4.72472e-05, 5.79282e-06,50,12.5,62.5,125
0.00898678, -1.04281e-05, -3.62192e-07,50,12.5,62.5,125
0.00906167, 2.64949e-05, 5.13492e-06,50,12.5,62.5,125
0.00913656, 5.99242e-05, 2.17485e-05,50,12.5,62.5,125
0.00921145, 8.66025e-05, 4.78598e-05,50,12.5,62.5,125
0.00928634, 0.00010393, 8.09246e-05,50,12.5,62.5,125
0.00936123, 0.000110219, 0.000117721,50,12.5,62.5,125
0.00943611, 0.000104856, 0.000154664,50,12.5,62.5,125
0.009511, 8.83644e-05, 0.000188153,50,12.5,62.5,125
0.00958589, 6.23503e-05, 0.000214926,50,12.5,62.5,125
0.00966078, 2.93488e-05, 0.000232374,50,12.5,62.5,125
0.00973567, -7.42459e-06, 0.000238797,50,12.5,62.5,125
0.00981056, -4.43866e-05, 0.000233568,50,12.5,62.5,125
0.00988545, -7.79359e-05, 0.000217198,50,12.5,62.5,125
0.00996034, -0.000104803, 0.000191282,50,12.5,62.5,125
0.0100352, -0.000122371, 0.000158344,50,12.5,62.5,125
0.0101101, -0.000128927, 0.000121594,50,12.5,62.5,125
0.010185, -0.000123833, 8.46134e-05,50,12.5,62.5,125
0.0102599, -0.000107586, 5.10049e-05,50,12.5,62.5,125
0.0103348, -8.17669e-05, 2.40434e-05,50,12.5,62.5,125
0.0104097, -4.88932e-05, 6.35591e-06,50,12.5,62.5,125
0.0104846, -1.21675e-05, -3.3402e-07,50,12.5,62.5,125
