mult spec current
0.000000e+00 1 1.671870e+10
0.000000e+00 0 2.484657e+08
1.000000e-01 1 1.371666e+10
1.000000e-01 0 4.362850e+08
2.500000e-01 1 9.914439e+09
2.500000e-01 0 7.703137e+08
5.000000e-01 1 6.193783e+09
5.000000e-01 0 1.383385e+09
7.500000e-01 1 4.073075e+09
7.500000e-01 0 1.974555e+09
1.000000e+00 1 2.529436e+09
1.000000e+00 0 2.509005e+09
