mult spec current
0.000000e+00 1 1.621945e+10
0.000000e+00 0 3.761364e+08
1.000000e-01 1 1.289196e+10
1.000000e-01 0 5.015953e+08
2.500000e-01 1 9.076090e+09
2.500000e-01 0 7.140494e+08
5.000000e-01 1 5.615055e+09
5.000000e-01 0 1.150931e+09
7.500000e-01 1 3.064494e+09
7.500000e-01 0 1.553075e+09
1.000000e+00 1 2.049153e+09
1.000000e+00 0 2.004033e+09
